codigo_entidad,nombre_entidad,monto_01_tgn_detalle,monto_02_tgn_p_detalle,monto_03_tgn_ct_detalle,monto_04_recon_detalle,monto_05_tgn_fcom_detalle,monto_06_tgn_pg_n_detalle,monto_07_tgn_iehd_detalle,monto_08_tgn_idh_detalle,monto_09_tgn_ipj_detalle,monto_10_tgn_ppet_detalle,monto_11_ot_gob_detalle,monto_12_total_tgn_detalle,monto_13_otros_ingresos_detalle,monto_14_recursos_especificos_detalle,monto_15_donaciones_internas_detalle,monto_16_credito_externo_detalle,monto_17_donaciones_externas_detalle,total_detalle,monto_01_tgn_pdf,monto_02_tgn_p_pdf,monto_03_tgn_ct_pdf,monto_04_recon_pdf,monto_05_tgn_fcom_pdf,monto_06_tgn_pg_n_pdf,monto_07_tgn_iehd_pdf,monto_08_tgn_idh_pdf,monto_09_tgn_ipj_pdf,monto_10_tgn_ppet_pdf,monto_11_ot_gob_pdf,monto_12_total_tgn_pdf,monto_13_otros_ingresos_pdf,monto_14_recursos_especificos_pdf,monto_15_donaciones_internas_pdf,monto_16_credito_externo_pdf,monto_17_donaciones_externas_pdf,total_pdf,monto_01_tgn_diff,monto_02_tgn_p_diff,monto_03_tgn_ct_diff,monto_04_recon_diff,monto_05_tgn_fcom_diff,monto_06_tgn_pg_n_diff,monto_07_tgn_iehd_diff,monto_08_tgn_idh_diff,monto_09_tgn_ipj_diff,monto_10_tgn_ppet_diff,monto_11_ot_gob_diff,monto_12_total_tgn_diff,monto_13_otros_ingresos_diff,monto_14_recursos_especificos_diff,monto_15_donaciones_internas_diff,monto_16_credito_externo_diff,monto_17_donaciones_externas_diff,total_diff
1252,Gobierno Autónomo Municipal de Sapahaqui,4168282,0,13651251,0,0,0,1422674,0,0,0,19242207,0,800000,0,0,0,0,20042207,4168282,0,13651251,0,0,0,1422674,0,0,0,19242207,0,800000,0,0,0,0,20042207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,Gobierno Autónomo Municipal de Yaco,3821045,0,10228462,0,0,0,1065966,0,0,0,15115473,0,297075,0,0,0,0,15412548,3821045,0,10228462,0,0,0,1065966,0,0,0,15115473,0,297075,0,0,0,0,15412548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,Gobierno Autónomo Municipal de Malla,1071706,0,4045493,0,0,0,421604,0,0,0,5538803,0,383463,0,1817356,0,0,7739622,1071706,0,4045493,0,0,0,421604,0,0,0,5538803,0,383463,0,1817356,0,0,7739622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,Gobierno Autónomo Municipal de Cairoma,2092509,0,11354150,0,0,0,1183280,0,0,0,14629939,0,1100259,0,0,0,0,15730198,2092509,0,11354150,0,0,0,1183280,0,0,0,14629939,0,1100259,0,0,0,0,15730198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,Gobierno Autónomo Municipal de Chulumani (Villa de la Libertad),11084610,0,15195955,0,0,0,1583657,0,0,0,27864222,0,1200000,0,0,0,0,29064222,11084610,0,15195955,0,0,0,1583657,0,0,0,27864222,0,1200000,0,0,0,0,29064222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,Gobierno Autónomo Municipal de Irupana (Villa de Lanza),3082047,0,19184913,0,0,0,1999369,0,0,0,24266329,0,2212030,0,0,0,0,26478359,3082047,0,19184913,0,0,0,1999369,0,0,0,24266329,0,2212030,0,0,0,0,26478359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,Gobierno Autónomo Municipal de Yanacachi,18863,0,6304351,0,0,0,657012,0,0,0,6980226,0,1152318,0,0,0,0,8132544,18863,0,6304351,0,0,0,657012,0,0,0,6980226,0,1152318,0,0,0,0,8132544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,Gobierno Autónomo Municipal de Palos Blancos,17785886,0,22823090,0,0,0,2338922,0,0,0,42947898,0,4506637,0,0,0,0,47454535,17785886,0,22823090,0,0,0,2338922,0,0,0,42947898,0,4506637,0,0,0,0,47454535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,Gobierno Autónomo Municipal de La Asunta,15236884,0,38399266,0,0,0,3949698,0,0,0,57585848,0,1053509,0,0,0,0,58639357,15236884,0,38399266,0,0,0,3949698,0,0,0,57585848,0,1053509,0,0,0,0,58639357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,Gobierno Autónomo Municipal de Pucarani,15966112,0,41720393,0,0,0,4406233,0,0,0,62092738,0,3140331,0,509559,0,0,65742628,15966112,0,41720393,0,0,0,4406233,0,0,0,62092738,0,3140331,0,509559,0,0,65742628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,Gobierno Autónomo Municipal de Laja,4199870,0,32101225,0,0,0,3345452,0,0,0,39646547,0,9456766,0,2999003,0,0,52102316,4199870,0,32101225,0,0,0,3345452,0,0,0,39646547,0,9456766,0,2999003,0,0,52102316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,Gobierno Autónomo Municipal de Batallas,10138493,0,17895774,0,0,0,1876437,0,0,0,29910704,0,650000,0,0,0,0,30560704,10138493,0,17895774,0,0,0,1876437,0,0,0,29910704,0,650000,0,0,0,0,30560704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,Gobierno Autónomo Municipal de Puerto Pérez,599849,0,6546282,0,0,0,682225,0,0,0,7828356,0,120000,0,0,0,0,7948356,599849,0,6546282,0,0,0,682225,0,0,0,7828356,0,120000,0,0,0,0,7948356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,Gobierno Autónomo Municipal de Coroico,15838,0,22888709,0,0,0,2385362,0,0,0,25289909,0,2389363,0,245979,0,0,27925251,15838,0,22888709,0,0,0,2385362,0,0,0,25289909,0,2389363,0,245979,0,0,27925251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,Gobierno Autónomo Municipal de Coripata,2563872,0,20678284,0,0,0,2071629,0,0,0,25313785,0,843521,0,1134466,0,0,27291772,2563872,0,20678284,0,0,0,2071629,0,0,0,25313785,0,843521,0,1134466,0,0,27291772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,Gobierno Autónomo Municipal de Ixiamas,9691014,0,10381436,0,0,0,1081909,0,0,0,21154359,0,1775973,0,297376,0,0,23227708,9691014,0,10381436,0,0,0,1081909,0,0,0,21154359,0,1775973,0,297376,0,0,23227708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,Gobierno Autónomo Municipal de San Buenaventura,26475,0,8409404,0,0,0,876392,0,0,0,9312271,0,940266,0,24000,0,0,10276537,26475,0,8409404,0,0,0,876392,0,0,0,9312271,0,940266,0,24000,0,0,10276537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,Gobierno Autónomo Municipal de General Juan José Pérez (Charazani),1088878,0,13180691,0,0,0,1373634,0,0,0,15643203,0,122978,0,0,0,0,15766181,1088878,0,13180691,0,0,0,1373634,0,0,0,15643203,0,122978,0,0,0,0,15766181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,Gobierno Autónomo Municipal de Curva,2068771,0,5339951,0,0,0,556507,0,0,0,7965229,0,1196554,0,0,0,0,9161783,2068771,0,5339951,0,0,0,556507,0,0,0,7965229,0,1196554,0,0,0,0,9161783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,Gobierno Autónomo Municipal de San Pedro de Curahuara,2083360,0,7518996,0,0,0,783598,0,0,0,10385954,0,0,0,0,0,0,10385954,2083360,0,7518996,0,0,0,783598,0,0,0,10385954,0,0,0,0,0,0,10385954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,Gobierno Autónomo Municipal de Papel Pampa,57665,0,5172843,0,0,0,539091,0,0,0,5769599,0,1500000,0,0,0,0,7269599,57665,0,5172843,0,0,0,539091,0,0,0,5769599,0,1500000,0,0,0,0,7269599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,Gobierno Autónomo Municipal de Chacarilla,6000,0,1688532,0,0,0,175972,0,0,0,1870504,0,303751,0,0,0,0,2174255,6000,0,1688532,0,0,0,175972,0,0,0,1870504,0,303751,0,0,0,0,2174255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,Gobierno Autónomo Municipal de Santiago de Machaca,5319139,0,5625114,0,0,0,586225,0,0,0,11530478,0,175000,0,0,0,0,11705478,5319139,0,5625114,0,0,0,586225,0,0,0,11530478,0,175000,0,0,0,0,11705478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,Gobierno Autónomo Municipal de Catacora,0,0,4427927,0,0,0,461459,0,0,0,4889386,0,1000,0,0,0,0,4890386,0,0,4427927,0,0,0,461459,0,0,0,4889386,0,1000,0,0,0,0,4890386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,Gobierno Autónomo Municipal de Mapiri,6368,0,18128230,0,0,0,1889246,0,0,0,20023844,0,5016199,0,0,0,0,25040043,6368,0,18128230,0,0,0,1889246,0,0,0,20023844,0,5016199,0,0,0,0,25040043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,Gobierno Autónomo Municipal de Teoponte,20760385,0,11197851,0,0,0,1166992,0,0,0,33125228,0,7772258,0,0,0,0,40897486,20760385,0,11197851,0,0,0,1166992,0,0,0,33125228,0,7772258,0,0,0,0,40897486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,Gobierno Autónomo Municipal de San Andrés de Machaca,273776,0,6511364,0,0,0,678586,0,0,0,7463726,0,390000,0,0,0,0,7853726,273776,0,6511364,0,0,0,678586,0,0,0,7463726,0,390000,0,0,0,0,7853726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,Gobierno Autónomo Municipal de Jesús de Machaca,9477261,0,14097702,0,0,0,1469202,0,0,0,25044165,0,350048,0,0,0,0,25394213,9477261,0,14097702,0,0,0,1469202,0,0,0,25044165,0,350048,0,0,0,0,25394213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,Gobierno Autónomo Municipal de Taraco,2443365,0,6244491,0,0,0,650774,0,0,0,9338630,0,1498200,0,0,0,0,10836830,2443365,0,6244491,0,0,0,650774,0,0,0,9338630,0,1498200,0,0,0,0,10836830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,Gobierno Autónomo Municipal de Huarina,1841077,0,7197252,0,0,0,750067,0,0,0,9788396,0,1126000,0,0,0,0,10914396,1841077,0,7197252,0,0,0,750067,0,0,0,9788396,0,1126000,0,0,0,0,10914396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,Gobierno Autónomo Municipal de Santiago de Huata,14175,0,7696911,0,0,0,802139,0,0,0,8513225,0,1619000,0,832,0,0,10133057,14175,0,7696911,0,0,0,802139,0,0,0,8513225,0,1619000,0,832,0,0,10133057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,Gobierno Autónomo Municipal de Escoma,7163,0,7324453,0,0,0,763323,0,0,0,8094939,0,245500,0,0,0,0,8340439,7163,0,7324453,0,0,0,763323,0,0,0,8094939,0,245500,0,0,0,0,8340439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,Gobierno Autónomo Municipal de Humanata,2250,0,4668196,0,0,0,486499,0,0,0,5156945,0,345000,0,0,0,0,5501945,2250,0,4668196,0,0,0,486499,0,0,0,5156945,0,345000,0,0,0,0,5501945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,Gobierno Autónomo Municipal de Alto Beni,15075,0,8728653,0,0,0,909663,0,0,0,9653391,0,574263,0,0,0,0,10227654,15075,0,8728653,0,0,0,909663,0,0,0,9653391,0,574263,0,0,0,0,10227654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,Gobierno Autónomo Municipal de Huatajata,1073336,0,4236710,0,0,0,441532,0,0,0,5751578,0,1200000,0,0,0,0,6951578,1073336,0,4236710,0,0,0,441532,0,0,0,5751578,0,1200000,0,0,0,0,6951578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,Gobierno Autónomo Municipal de Chua Cocani,4350,0,5971799,0,0,0,622355,0,0,0,6598504,0,850000,0,0,0,0,7448504,4350,0,5971799,0,0,0,622355,0,0,0,6598504,0,850000,0,0,0,0,7448504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,Gobierno Autónomo Municipal de Cochabamba,24437033,0,579416754,0,0,0,64005295,186267,0,0,668045349,0,911894751,0,52411938,16392,0,1632368430,24437033,0,579416754,0,0,0,64005295,186267,0,0,668045349,0,911894751,0,52411938,16392,0,1632368430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,Gobierno Autónomo Municipal de Quillacollo,3957782,0,154367663,0,0,0,19083377,0,0,0,177408822,0,138014351,0,0,0,0,315423173,3957782,0,154367663,0,0,0,19083377,0,0,0,177408822,0,138014351,0,0,0,0,315423173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,Gobierno Autónomo Municipal de Sipe Sipe,42780,0,51845532,0,0,0,5224937,0,0,0,57113249,0,13725878,0,0,0,0,70839127,42780,0,51845532,0,0,0,5224937,0,0,0,57113249,0,13725878,0,0,0,0,70839127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,Gobierno Autónomo Municipal de Tiquipaya,11214414,0,55212977,0,0,0,5788675,0,0,0,72216066,0,55478756,0,631831,0,0,128326653,11214414,0,55212977,0,0,0,5788675,0,0,0,72216066,0,55478756,0,631831,0,0,128326653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,Gobierno Autónomo Municipal de Vinto,131294,0,46368529,0,0,0,5241101,0,0,0,51740924,0,29638227,0,0,0,0,81379151,131294,0,46368529,0,0,0,5241101,0,0,0,51740924,0,29638227,0,0,0,0,81379151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,Gobierno Autónomo Municipal de Colcapirhua,4682982,0,62066421,0,0,0,6224236,0,0,0,72973639,0,63477065,0,337792,0,0,136788496,4682982,0,62066421,0,0,0,6224236,0,0,0,72973639,0,63477065,0,337792,0,0,136788496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,Gobierno Autónomo Municipal de Aiquile,29717,0,19121729,0,0,0,2161355,0,0,0,21312801,0,4401316,0,34034,0,0,25748151,29717,0,19121729,0,0,0,2161355,0,0,0,21312801,0,4401316,0,34034,0,0,25748151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,Gobierno Autónomo Municipal de Pasorapa,14325,0,5477363,0,0,0,607811,0,0,0,6099499,0,495501,0,0,0,0,6595000,14325,0,5477363,0,0,0,607811,0,0,0,6099499,0,495501,0,0,0,0,6595000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,Gobierno Autónomo Municipal de Omereque,1682383,0,5551952,0,0,0,627546,0,0,0,7861881,0,579159,0,0,0,0,8441040,1682383,0,5551952,0,0,0,627546,0,0,0,7861881,0,579159,0,0,0,0,8441040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,Gobierno Autónomo Municipal de Independencia,2149223,0,18055069,0,0,0,2040789,0,0,0,22245081,0,2821623,0,0,0,0,25066704,2149223,0,18055069,0,0,0,2040789,0,0,0,22245081,0,2821623,0,0,0,0,25066704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,Gobierno Autónomo Municipal de Morochata,10221725,0,12136478,0,0,0,1371803,0,0,0,23730006,0,1000059,0,0,0,0,24730065,10221725,0,12136478,0,0,0,1371803,0,0,0,23730006,0,1000059,0,0,0,0,24730065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,Gobierno Autónomo Municipal de Sacaba,3987196,0,191658084,0,0,0,20533069,0,0,0,216178349,0,114330000,0,0,0,0,330508349,3987196,0,191658084,0,0,0,20533069,0,0,0,216178349,0,114330000,0,0,0,0,330508349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,Gobierno Autónomo Municipal de Colomi,13552,0,16060589,0,0,0,1815351,0,0,0,17889492,0,2600000,0,0,0,0,20489492,13552,0,16060589,0,0,0,1815351,0,0,0,17889492,0,2600000,0,0,0,0,20489492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,Gobierno Autónomo Municipal de Villa Tunari,3701670,0,79469904,0,0,0,8982595,0,0,0,92154169,0,14107266,0,0,0,0,106261435,3701670,0,79469904,0,0,0,8982595,0,0,0,92154169,0,14107266,0,0,0,0,106261435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,Gobierno Autónomo Municipal de Punata,6541310,0,29142815,0,0,0,3417129,0,0,0,39101254,0,23549777,0,0,0,0,62651031,6541310,0,29142815,0,0,0,3417129,0,0,0,39101254,0,23549777,0,0,0,0,62651031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,Gobierno Autónomo Municipal de Villa Rivero,20213,0,7109126,0,0,0,803555,0,0,0,7932894,0,750000,0,0,0,0,8682894,20213,0,7109126,0,0,0,803555,0,0,0,7932894,0,750000,0,0,0,0,8682894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza),7569681,0,10744749,0,0,0,1214494,0,0,0,19528924,0,4507883,0,1260238,0,0,25297045,7569681,0,10744749,0,0,0,1214494,0,0,0,19528924,0,4507883,0,1260238,0,0,25297045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,Gobierno Autónomo Municipal de Tacachi,2750,0,1060840,0,0,0,119908,0,0,0,1183498,0,180000,0,0,0,0,1363498,2750,0,1060840,0,0,0,119908,0,0,0,1183498,0,180000,0,0,0,0,1363498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,Gobierno Autónomo Municipal Villa Gualberto Villarroel,1018506,0,3224207,0,0,0,358785,0,0,0,4601498,0,170000,0,0,0,0,4771498,1018506,0,3224207,0,0,0,358785,0,0,0,4601498,0,170000,0,0,0,0,4771498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,Gobierno Autónomo Municipal de Tarata,36375,0,9402549,0,0,0,1055775,0,0,0,10494699,0,1333116,0,0,0,0,11827815,36375,0,9402549,0,0,0,1055775,0,0,0,10494699,0,1333116,0,0,0,0,11827815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,Gobierno Autónomo Municipal de Anzaldo,21413,0,6087361,0,0,0,688063,0,0,0,6796837,0,650000,0,0,0,0,7446837,21413,0,6087361,0,0,0,688063,0,0,0,6796837,0,650000,0,0,0,0,7446837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,Gobierno Autónomo Municipal de Arbieto,11756,0,25318831,0,0,0,2861823,0,0,0,28192410,0,7330795,0,0,0,0,35523205,11756,0,25318831,0,0,0,2861823,0,0,0,28192410,0,7330795,0,0,0,0,35523205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,Gobierno Autónomo Municipal de Sacabamba,44750,0,4117823,0,0,0,465444,0,0,0,4628017,0,20000,0,0,0,0,4648017,44750,0,4117823,0,0,0,465444,0,0,0,4628017,0,20000,0,0,0,0,4648017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,Gobierno Autónomo Municipal de Cliza,6743995,0,17756710,0,0,0,1961853,0,0,0,26462558,0,10120000,0,0,0,0,36582558,6743995,0,17756710,0,0,0,1961853,0,0,0,26462558,0,10120000,0,0,0,0,36582558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,Gobierno Autónomo Municipal de Toco,2847021,0,5992583,0,0,0,677350,0,0,0,9516954,0,500000,0,0,0,0,10016954,2847021,0,5992583,0,0,0,677350,0,0,0,9516954,0,500000,0,0,0,0,10016954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,Gobierno Autónomo Municipal de Tolata,5918036,0,6528930,0,0,0,842762,0,0,0,13289728,0,2000000,0,0,0,0,15289728,5918036,0,6528930,0,0,0,842762,0,0,0,13289728,0,2000000,0,0,0,0,15289728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,Gobierno Autónomo Municipal de Capinota,178169,0,16038142,0,0,0,1812814,0,0,0,18029125,0,3498747,0,0,0,0,21527872,178169,0,16038142,0,0,0,1812814,0,0,0,18029125,0,3498747,0,0,0,0,21527872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,Gobierno Autónomo Municipal de Santivañez,18375,0,6541294,0,0,0,739371,0,0,0,7299040,0,4062594,0,0,0,0,11361634,18375,0,6541294,0,0,0,739371,0,0,0,7299040,0,4062594,0,0,0,0,11361634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,Gobierno Autónomo Municipal de Sicaya,32750,0,3323118,0,0,0,371095,0,0,0,3726963,0,646242,0,0,0,0,4373205,32750,0,3323118,0,0,0,371095,0,0,0,3726963,0,646242,0,0,0,0,4373205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,Gobierno Autónomo Municipal de Tapacari,8981,0,20397065,0,0,0,2305509,0,0,0,22711555,0,739160,0,0,0,0,23450715,8981,0,20397065,0,0,0,2305509,0,0,0,22711555,0,739160,0,0,0,0,23450715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,Gobierno Autónomo Municipal de Totora,4718770,0,12276150,0,0,0,1387591,0,0,0,18382511,0,1303952,0,0,0,0,19686463,4718770,0,12276150,0,0,0,1387591,0,0,0,18382511,0,1303952,0,0,0,0,19686463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,Gobierno Autónomo Municipal de Pojo,1410403,0,10243533,0,0,0,1112628,0,0,0,12766564,0,2000000,0,0,0,0,14766564,1410403,0,10243533,0,0,0,1112628,0,0,0,12766564,0,2000000,0,0,0,0,14766564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,Gobierno Autónomo Municipal de Pocona,99661,0,10156132,0,0,0,1147962,0,0,0,11403755,0,200000,0,0,0,0,11603755,99661,0,10156132,0,0,0,1147962,0,0,0,11403755,0,200000,0,0,0,0,11603755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,Gobierno Autónomo Municipal de Chimoré,5751941,0,23258182,0,0,0,2572389,0,0,0,31582512,0,6350455,0,0,0,0,37932967,5751941,0,23258182,0,0,0,2572389,0,0,0,31582512,0,6350455,0,0,0,0,37932967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,Gobierno Autónomo Municipal de Puerto Villarroel,10864878,0,55077957,0,0,0,6046628,0,0,0,71989463,0,17815774,0,0,0,0,89805237,10864878,0,55077957,0,0,0,6046628,0,0,0,71989463,0,17815774,0,0,0,0,89805237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,Gobierno Autónomo Municipal de Arani,1571576,0,9836871,0,0,0,1072314,0,0,0,12480761,0,1500000,0,0,71070,0,14051831,1571576,0,9836871,0,0,0,1072314,0,0,0,12480761,0,1500000,0,0,71070,0,14051831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,Gobierno Autónomo Municipal de Vacas,19725,0,7604372,0,0,0,831714,0,0,0,8455811,0,712220,0,0,0,0,9168031,19725,0,7604372,0,0,0,831714,0,0,0,8455811,0,712220,0,0,0,0,9168031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,Gobierno Autónomo Municipal de Arque,3210197,0,8841721,0,0,0,999392,0,0,0,13051310,0,609491,0,0,0,0,13660801,3210197,0,8841721,0,0,0,999392,0,0,0,13051310,0,609491,0,0,0,0,13660801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,Gobierno Autónomo Municipal de Tacopaya,22013,0,9085742,0,0,0,991311,0,0,0,10099066,0,650000,0,0,0,0,10749066,22013,0,9085742,0,0,0,991311,0,0,0,10099066,0,650000,0,0,0,0,10749066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,Gobierno Autónomo Municipal de Bolivar,450,0,6839818,0,0,0,770288,0,0,0,7610556,0,242122,0,3234,0,0,7855912,450,0,6839818,0,0,0,770288,0,0,0,7610556,0,242122,0,3234,0,0,7855912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,Gobierno Autónomo Municipal de Tiraque,16981,0,15122793,0,0,0,1709351,0,0,0,16849125,0,2018835,0,0,0,0,18867960,16981,0,15122793,0,0,0,1709351,0,0,0,16849125,0,2018835,0,0,0,0,18867960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,Gobierno Autónomo Municipal de Mizque,4025858,0,16499558,0,0,0,1864969,0,0,0,22390385,0,4262357,0,0,0,0,26652742,4025858,0,16499558,0,0,0,1864969,0,0,0,22390385,0,4262357,0,0,0,0,26652742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,Gobierno Autónomo Municipal de Vila Vila,12075,0,4409801,0,0,0,490533,0,0,0,4912409,0,265000,0,0,0,0,5177409,12075,0,4409801,0,0,0,490533,0,0,0,4912409,0,265000,0,0,0,0,5177409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,Gobierno Autónomo Municipal de Alalay,15500,0,3127404,0,0,0,335237,0,0,0,3478141,0,50000,0,0,0,0,3528141,15500,0,3127404,0,0,0,335237,0,0,0,3478141,0,50000,0,0,0,0,3528141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,Gobierno Autónomo Municipal de Entre Rios,5827381,0,37919229,0,0,0,4519290,0,0,0,48265900,0,11143261,0,47736,0,0,59456897,5827381,0,37919229,0,0,0,4519290,0,0,0,48265900,0,11143261,0,47736,0,0,59456897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,Gobierno Autónomo Municipal de Cocapata,7511,0,17082205,0,0,0,1829353,0,0,0,18919069,0,7587303,0,0,0,0,26506372,7511,0,17082205,0,0,0,1829353,0,0,0,18919069,0,7587303,0,0,0,0,26506372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,Gobierno Autónomo Municipal de Shinahota,20084,0,22502949,0,0,0,2543540,0,0,0,25066573,0,5518461,0,0,0,0,30585034,20084,0,22502949,0,0,0,2543540,0,0,0,25066573,0,5518461,0,0,0,0,30585034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,Gobierno Autónomo Municipal de Oruro,10835043,0,247332908,0,0,1095000,74322254,0,0,0,333585205,0,225428642,0,18760862,0,0,577774709,10835043,0,247332908,0,0,1095000,74322254,0,0,0,333585205,0,225428642,0,18760862,0,0,577774709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,Gobierno Autónomo Municipal de Caracollo,4375419,0,19178262,0,0,0,5762968,0,0,0,29316649,0,3468425,0,0,0,0,32785074,4375419,0,19178262,0,0,0,5762968,0,0,0,29316649,0,3468425,0,0,0,0,32785074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
